type,id,version,timestamp,changeset,user,uid,lat,lon,tag:alt_name,tag:name,tag:natural,tag:short_name,tag:tourism,tag:website,tag:wheelchair,tag:wikidata,tag:wikipedia,tag:cave:ref,tag:ele,tag:wikimedia_commons,tag:fee,tag:depth,tag:geological,tag:historic,tag:historic:civilization,tag:historic:era,tag:historic:period,tag:access,tag:internet_access,tag:internet_access:fee,tag:internet_access:ssid,tag:name:mi,tag:ref:linz:place_id,tag:email,tag:name:af,tag:name:en,tag:phone,tag:name:ar,tag:name:fr,tag:source,tag:protect_class,tag:protection_title,tag:ref,tag:ref:DE-BY,tag:short_protection_title,tag:barrier,tag:internet_access:description,tag:opening_hours,tag:start_date,tag:reservation,tag:height,tag:locked,tag:note:en,tag:note:hu,tag:official_name,tag:protection_object,tag:protection_title:en,tag:name:de,tag:name:ru,tag:payment:cards,tag:payment:coins,tag:addr:city,tag:addr:country,tag:addr:postcode,tag:contact:phone,tag:contact:website,tag:heritage,tag:heritage:operator,tag:ref:whc,tag:lit,tag:LINZ:source_version,tag:attribution,tag:source_ref,tag:material,tag:not:natural,tag:name:ca,tag:name:tk,tag:wpt_symbol,tag:direction,tag:cave:fee,tag:name:es,tag:addr:street,tag:charge,tag:payment:cash,tag:mhs:inscription_date,tag:ref:mhs,tag:source:heritage,tag:url,tag:SIRUTA:code,tag:codul_entității_muzeale,tag:duration,tag:interval,tag:level,tag:museum_type,tag:name:hu,tag:photography:inside,tag:photography:note,tag:source:link,tag:temperature,tag:tourism_survey,tag:description,tag:name:tr,tag:highway,tag:subject:wikidata,tag:subject:wikipedia,tag:fixme,tag:designation,tag:length,tag:int_name,tag:note,tag:payment:credit_cards,tag:cave:ref:IT:FST,tag:source:url,tag:cave:length,tag:name:hr,tag:name:it,tag:operator,tag:source:name:mi,tag:name:ne,tag:name:he
node,5909253343,1,2018-09-16T06:35:47Z,62627613,tukangsampat,165040,-0.6793421,100.7794899,,Lubang Tambang Mbah Soero,cave_entrance,,,,,,,,,,yes,,,,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,5949505815,1,2018-10-02T18:59:31Z,63134550,Egas Moniz,3432157,43.4104324,-4.8061199,,La Vallina,cave_entrance,,,,,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6050984397,2,2025-12-07T01:27:28Z,175606792,Kestas,96673,20.188353,-87.550564,,,cave_entrance,,attraction,,,,,,,,,,,,,,,,,,,,,,,Cenote Monkey Dust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6176987555,1,2019-01-01T17:58:46Z,65938667,Turbodent,2526304,-12.3320551,-41.5967163,,Gruta da Fumaça,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6632690571,1,2019-07-20T05:11:17Z,72451555,kartonage,1497225,-19.7530598,63.3705474,,La Grande Caverne,cave_entrance,,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6640740634,3,2021-07-27T12:12:15Z,108688854,ColleSantaLuciaDolomiti,2593404,46.4575424,12.013573,,Miniere del Fursil /Ru,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6957595702,3,2024-10-05T19:34:16Z,157515220,gurglypipe,161022,54.1656583,-2.4413268,,White Scar Cave,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6975770077,2,2019-11-14T12:41:35Z,77073059,katpatuka,17497,24.9029348,104.0879847,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6986158611,1,2019-11-18T03:22:33Z,77205162,Vitor Choi,3293164,-13.7350757,-46.3585846,,Terra Ronca,cave_entrance,,,,,,,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,6989696617,1,2019-11-19T12:30:04Z,77274475,ff5722,3450290,27.7013404,105.5113649,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7008567688,4,2022-09-14T22:50:05Z,126199966,ivanbranco,11220113,44.2568399,15.5373289,,Špilja Modrič,cave_entrance,,attraction,,,Q113980107,,,29,,,,,,,,,customers,,,,,,marijan@zara-adventure.hr,,Modrič Cave,+38 598348437,,Grotte Modrič,,,,,,,,,,,required,,,,,,,,Höhle Modrič,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://natura-jadera.com/prirodne-vrijednosti/spomenici-prirode/spilja-modric/,,,,,,,,,,,,,,,,,,,,,,,,,,,Špilja Modrič,Grotta Modrič,Zara Adventure Agency,,,
node,7016608685,3,2023-01-30T19:08:02Z,131893506,LockOnGuy,15559282,35.8735972,45.1694993,,كهف سركلو,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,Bahayi's Pilgrim cave,,كهف سركلو,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7161046616,4,2025-11-12T15:21:16Z,174564900,DerFussi,37252,8.3379285,98.7455986,,Tham Klang,cave_entrance,,attraction,,,Q136768099,,,,,,,,,,,,,,,,,,,,Klang cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7192265387,1,2020-02-07T01:51:36Z,80666060,Δημήτρης Μπαλτουμάς,8817635,36.9355612,21.7460175,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7206231475,1,2020-02-12T14:51:44Z,80911376,Terramoto,1912536,37.1053695,-7.7745216,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7315412515,2,2020-07-03T17:22:18Z,87513095,Hannes Röst,289221,46.7800121,8.288769,,Schrattenhöhle,cave_entrance,,,,,Q15059884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7318685910,3,2025-03-04T10:10:47Z,163194644,LakatosVL,8775772,-10.1625251,-40.8597012,,Toca da Boa Vista,cave_entrance,,,,,Q624844,pt:Toca da Boa Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7327265062,1,2020-03-25T04:39:22Z,82597079,thumbsup,6508691,35.279795,33.4357183,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hole, warm air coming out, very deep",,,,,,,,,,,,,,,,,,,
node,7412451779,3,2023-07-01T12:01:52Z,137989792,Hugoren Martinako,3392826,42.9869025,-4.3730693,,Cueva del Cobre,cave_entrance,,,,,Q5794252,es:Cueva del Cobre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7415334685,4,2021-02-09T19:43:54Z,98997231,Grinbert 🙂,11337276,49.6740184,10.9989178,,Blaubeerhöhle,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7713740998,1,2020-07-14T12:22:50Z,87977742,devot,2889303,-5.9268353,-77.351782,,Cueva de Palestina,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7713840588,1,2020-07-14T13:10:33Z,87979974,devot,2889303,-5.7532406,-77.525792,,Cueva del Diamante,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7713923814,1,2020-07-14T13:50:07Z,87981797,devot,2889303,-5.9713033,-77.3168539,,Cueva del Viento,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7743122549,5,2025-01-10T06:35:14Z,161193114,andrew_dc,1833351,-38.2681577,175.0783694,,Ruakuri Cave,cave_entrance,,,,,Q25183325,,,,,,,,,,,,,,,,Ruakurī,39026,,,,,,,LINZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AW Reed,,
node,7746558018,5,2025-11-08T13:17:26Z,174375844,SomeoneElse_Revert,1778799,45.0241883,21.7748101,,Peștera Lenuța,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7807817048,1,2020-08-12T21:09:37Z,89322572,devot,2889303,-5.701484,-77.9012966,,Cueva del Rio Shatuca,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,7885338123,3,2024-10-02T02:39:20Z,157362038,Kovirii,6836690,33.5068345,-105.493465,,Fort Stanton Cave,cave_entrance,,,,,,,,,,,,,,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Natural Landmark in the Fort Stanton - Snowy River Cave National Conservation Area managed by the U.S. Bureau of Land Management,,,,,,,BLM,,,
node,8177727382,1,2020-11-30T00:05:39Z,95005800,lizzyd710,11896050,36.7942258,-115.5693588,,Pintwater Cave,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8349784316,1,2021-01-22T16:59:31Z,97987812,Moldy_Rats,10764284,37.7095038,-92.0659263,,Miller Cave,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8354378120,1,2021-01-23T11:16:08Z,98015550,ff5722,3450290,33.3300128,105.0050229,,万象洞,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,Wanxiang Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8358838507,1,2021-01-24T22:23:40Z,98077152,Männedorf,105050,1.2813451,29.840818,,Matupi,cave_entrance,,,,,,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8422630011,4,2025-02-06T17:42:01Z,162217335,kdkeller,43207,38.1665995,13.1603094,,Grotta di Carburangeli,cave_entrance,,,,,Q33323877,it:Riserva naturale integrale Grotta di Carburangeli,,23 slm,,no,,,,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8755803759,3,2022-08-14T21:04:41Z,124903614,dafadllyn,7494825,39.2895186,8.4894513,,Grotta Santa Barbara,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8944365518,4,2025-09-19T15:50:07Z,172170295,rheins,2996489,31.0732882,109.9335114,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,8972797679,3,2023-12-04T18:04:21Z,144764941,tg4567,12500589,17.4393057,-99.1594371,,Grutas de Juxtlahuaca,cave_entrance,,,,,Q974552,es:Grutas de Juxtlahuaca,,,Category:Juxtlahuaca,,,,,,,,guided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Visita sólo permitida con guía, puede contratarse en el pueblo de Colotlipa.",,,,,,,,,,,,,,,,,,,
node,9006583904,1,2021-08-14T12:53:14Z,109669323,rheins,2996489,30.7495951,109.4691145,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9007272454,3,2025-11-08T13:16:44Z,174375844,SomeoneElse_Revert,1778799,46.5316481,22.5943521,,Peștera Măgura,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,note,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9054470052,4,2025-11-08T13:24:27Z,174376209,SomeoneElse_Revert,1778799,44.8792914,22.6099634,,PESTERA CURECEA,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9098145258,1,2021-09-16T14:46:43Z,111295495,rheins,2996489,25.0690681,103.3804266,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9186866184,1,2021-10-20T11:11:09Z,112739128,Aka_Bob,415497,38.3801461,67.2396794,,пещера Вьюнок,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://speleoatlas.ru/caves/vyunok-12442/,,,,,,,,,,,,,,,,,,,пещера Вьюнок,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Длина, м: 470
Амплитуда, м: 35
Категория сложности:
Тип маршрута:
Генезис: Карстовый
Вмещающие породы: Карбонатные, Известняк
Геологический возраст вмещающих пород: J Юра",,,,,,,,,,,,,,,,,,,
node,9247925660,2,2021-11-13T15:43:04Z,113735112,马陵秋月,9073438,34.1969106,118.3383901,,藏兵洞（西洞口）,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9249065418,3,2024-02-09T09:10:56Z,147247562,tg4567,12500589,41.4468862,31.9640002,,Sofular Cave,cave_entrance,,,,,Q24915648,en:Sofular Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9693174633,1,2022-04-25T18:30:07Z,120178853,CharliePlett,4751364,16.6467663,-89.076747,,Kabal Cave,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9753722102,4,2025-11-16T22:26:26Z,174748315,VerneJules,22306302,12.5876973,54.3544798,,Hoq Cave,cave_entrance,,attraction,,,Q107288451,es:Cueva de Hoq,,,,no,,,archaeological_site,,,,yes,,,,,,,,Hoq Cave,,كهف الحق,Grotte de Hoq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cueva de Hoq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grotta di Hoq,,,,
node,9801979591,2,2022-10-30T15:06:29Z,128250851,i_d_,461308,37.8537611,66.7344844,,Zarautsay Cave,cave_entrance,,,,,,,,1260,,,,,,,,,permit,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,is fixed,,,,,,,,,,,,,,
node,9858176658,3,2026-01-15T14:26:08Z,177261424,Xvtn,14249378,42.0874057,-111.5187995,,Minnetonka Cave,cave_entrance,,,,,,,,,,yes,,,,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A large limestone cave through which guided tours are offered. Lighting, walkways, and many stairs have been installed in the cave.",,,,,,,,,,,,,,,,,,,
node,9887908804,1,2022-07-14T17:52:00Z,123619839,rheins,2996489,31.7201832,110.4587437,,野人洞,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,Wild Men Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9908902505,2,2022-08-03T23:27:48Z,124456228,floverow,541675,29.3769162,107.7337823,,虎穴探险,cave_entrance,,,,,,,,,,yes,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9913438479,2,2022-11-30T12:10:34Z,129559289,IknowJoseph,30587,37.7181564,-80.4362982,,Organ Cave,cave_entrance,,attraction,,,Q7101750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9927050233,1,2022-08-02T12:59:37Z,124391427,hikerake,16028222,39.6949844,115.6497648,,泄水洞,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,9958994170,1,2022-08-17T10:48:53Z,125011647,GiuliaL,14961796,46.1470523,11.0482688,,Grotta Cesare Battisti,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10084842668,2,2022-10-28T11:46:44Z,128171642,mataharimau,17227421,4.064987,114.8313868,,Clearwater Resurgence,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Main exit for underground Clearwater River,,,,,,,,,,,,,,,,,,,
node,10110882090,2,2022-11-17T21:22:02Z,129060450,seetag,7104482,34.8230554,-86.069563,,Tumbling Rock Cave,cave_entrance,,,https://www.saveyourcaves.org/preserve?rowid=tumbling-rock-cave-preserve,,,,,,,no,,,,,,,permit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10135300283,2,2022-10-28T15:42:57Z,128181038,mataharimau,17227421,4.0980925,114.8538637,,Gua Metrik,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,Metric Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10135300285,2,2022-10-28T15:42:57Z,128181038,mataharimau,17227421,4.1221328,114.8719954,,Whiterock Cave (Midnight Entrance),cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Middle level entrance to Whiterock Cave system,,,,,,,,,,,,,,,,,,,
node,10135316701,1,2022-10-28T11:46:44Z,128171642,mataharimau,17227421,4.0193263,114.8081589,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,Fruit Bat Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10302261247,1,2023-01-03T11:31:39Z,130822262,steve91,637652,-17.4309075,125.0004888,Tangalma Cave,Carpenter's Gap 1,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10676966439,2,2023-04-04T10:36:07Z,134489389,sempreingiro666,17974649,30.6083068,-9.4794747,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10768872262,1,2023-03-28T14:26:06Z,134223247,Petr Jenč,15169703,35.7269317,9.6847701,,,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10773895664,2,2023-03-30T18:12:23Z,134315492,DunbarLoop,2032374,-46.0184811,167.7405524,Clifden Caves,Clifden Caves - Lower Entrance,cave_entrance,,attraction,https://www.doc.govt.nz/parks-and-recreation/places-to-go/southland/places/clifden-area/?tab-id=Caving,,Q5132503,en:Clifden Limestone Caves,,,,no,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Conservation,,,
node,10903529963,1,2023-05-16T21:25:38Z,136186820,miguelslmn,10224423,42.947621,-5.118764,,Cueva de la Cabrera,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10905682924,4,2025-11-03T13:20:27Z,174147506,simo_fi,18469761,44.0937497,10.182508,Buca sopra a Forno,Buca della Renella,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Catasto Grotte - Federazione Speleologica Toscana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TO0272,https://www.speleotoscana.it/scheda-catastale/?id=272,,,,,,,
node,10926006942,1,2023-05-25T09:22:46Z,136534647,Brice64,846358,42.5319432,0.0444207,,Manatuero,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,10969878099,1,2023-06-11T22:24:17Z,137221480,jabal2017,6757071,34.3919311,36.0178184,,Zahlan Grotto,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,Zahlan Grotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11135158274,1,2023-08-21T23:30:53Z,140203800,pcabrerap,11902975,15.255954,-90.2630071,,Cueva de Chicoy,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11268539252,1,2023-10-17T05:56:32Z,142694751,Gaurav Parajuli,8316170,28.3807889,82.0086898,,सिद्ध गुफा,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,Siddha Gufa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,सिद्ध गुफा,
node,11298621603,1,2023-10-29T20:06:14Z,143329489,ansuta,3188422,42.7336414,-0.2735926,,Cueva del Onso,cave_entrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,11300105382,1,2023-10-30T14:39:37Z,143369936,Amit Tiwary,10215063,30.7902977,77.7769496,Biyar Udiyar,Gorcha cave,cave_entrance,,,,,,,,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
