site_id,site_name,latitude,longitude,has_match,num_candidates,osm_name,osm_id,distance_km,name_similarity,score,osm_lat,osm_lon
86,Modric cave,44.2568,15.5372,True,11,Špilja Modrič,7008567688.0,0.011,0.526,0.668,44.2568399,15.5373289
332,Murada,39.956,3.965,True,12,Unnamed,1456586068.0,0.746,0.308,0.471,39.949751,3.961819
112,Xinya cave,30.75,109.47,True,1,Unnamed,9006583904.0,0.096,0.333,0.528,30.7495951,109.4691145
62,Torrinha cave,-12.3495,-41.6038,True,4,Gruta Lapa Doce Entrance,4153268606.0,1.736,0.25,0.371,-12.3339123,-41.6047624
338,Coves del pirata,39.5046,3.3009,True,50,Cova des Pirata,1325351976.0,0.294,0.839,0.869,39.5070206,3.2995185
168,Wazpretti cave,-42.1,171.4,True,3,Cave Creek Resurgence,1123061447.0,1.04,0.2,0.378,-42.1080182,171.4064807
83,La Mine cave,36.03,9.68,False,0,,,,,,,
102,Korallgrottan cave,64.89,14.16,False,0,,,,,,,
164,Max's cave,-38.2667,175.0167,True,3,Gardner's Gut,4771754221.0,4.934,0.333,0.237,-38.2645727,175.073152
267,Gruta do Casal da Lebre,39.3,-9.2667,True,3,Gruta dos Bolhos - Gruta Casal da Lebre,4917192240.0,1.305,0.742,0.741,39.3086933,-9.2768932
199,Lynds cave,-41.58,146.25,True,2,King Solomon Caves,1201366333.0,3.161,0.333,0.344,-41.5516035,146.2481437
162,"Calcite cave (Mt Luxmore, Fiordland)",-46.02,167.74,True,3,Clifden Caves - Lower Entrance,10773895664.0,0.174,0.464,0.615,-46.0184811,167.7405524
340,Qujia cave,35.7,118.4,False,0,,,,,,,
46,Labyrintgrottan cave,66.06,14.68,False,0,,,,,,,
285,Disbelief cave,-38.82,177.52,True,2,Unnamed,1123061388.0,3.912,0.125,0.153,-38.8103239,177.5634126
299,Calabrez,43.45,-5.13,True,4,Cueva Rosa,13169167192.0,0.741,0.333,0.489,43.4434565,-5.1317632
149,Arch cave,50.55,-127.07,False,0,,,,,,,
256,Lithophagus cave,46.828,22.6,True,2,Peştera cu Apă din Valea Leşului,11365833781.0,3.347,0.093,0.164,46.8247536,22.5562691
284,Creighton`s cave,-40.63,172.47,False,0,,,,,,,
91,Ursilor cave,46.5537,22.5695,True,8,Peștera Urșilor,2634652214.0,0.027,0.545,0.68,46.553915,22.569324
282,Wadi Sannur cave,28.6167,31.2833,True,1,Sannur Cave,942519597.0,0.774,0.706,0.748,28.6230973,31.2864247
287,Twin Forks cave,-40.63,172.48,False,0,,,,,,,
40,Excentrica cave,37.1,-7.77,True,4,Unnamed,7206231475.0,0.719,0.118,0.339,37.1053695,-7.7745216
167,Waiau cave,-46.0,167.73,True,3,Clifden Caves - Lower Entrance,10773895664.0,2.211,0.133,0.261,-46.0184811,167.7405524
